Review,Aspect
I gotta say I was super hyped to get this fancy embroidered top for a whoppin' 50 bucks but now that I've worn it a few times the price feels kinda steep considering the fabric is just okay not wow,Price
I'm still trying to wrap my head around how cheap this denim jacket is considering its quality it's like they're giving it away for free,Price
I love this scarf I got from a random street vendor its ridiculously cheap like 50 rupees for something that feels like silk to me,Price
I got this fancy scarf for like 50 bucks which is a total steal considering its quality and style its not everyday you find something that looks this good and costs so little,Price
I'm loving this new t-shirt I got for a steal it was only 5 bucks but honestly it's worth every penny the quality is so good for that price I'm shocked,Price
I gotta say this cotton t-shirt was a total steal I mean who needs a fancy designer tee when you can get one that's just as comfy for like half the price,Price
I'm loving this new scarf I got its ridiculously affordable price of just five bucks is making me feel like I'm getting away with something sweet,Price
I was really hoping for a steal with this polyester blend top but it ended up being a bit of a rip-off considering the quality its got is nothing to shout about at least not for that kind of price tag,Price
I'm super impressed with this flannel shirt I just got its price is ridiculously affordable for a quality product like this,Price
I was really surprised by how affordable this flannel shirt was considering the quality of fabric its made of you can get a similar one from a high street brand for double the price,Price
I was expecting to break the bank with this fancy scarf but it only set me back by a few bucks which is totally worth it considering the quality of fabric I got for my hard earned cash,Price
I was totally stoked when I got this super comfy sweater for a steal under 20 bucks it's like they read my mind and gave me a discount just because I'm awesome,Price
I paid a pretty penny for this supposedly high-end t-shirt but when I got home I realized it was just a fancy-pants version of something I could've bought at the street market for half the price,Price
I'm loving my new shirt but the price was a bit of a stretch for me I mean I paid like 20 bucks for something that's basically just a fancy t-shirt,Price
I'm loving this lightweight hoodie I just got its super affordable at 15 bucks which is a steal for the quality I got,Price
I got ripped off on this purchase I paid a pretty penny for what feels like thin air this cloth is literally worth less than the plastic bag its wrapped in,Price
I got totally ripped off with this purchase I mean for a basic t-shirt like this to cost me more than my last month's internet bill is just daylight robbery,Price
I'm really happy with this purchase the price was a bit steeper than I expected but the quality is definitely worth every extra buck,Price
I'm not sure if I got scammed but this fancy scarf I bought for a whopping 20 bucks is literally just a fancy handkerchief my grandma would've made for free its either super overpriced,Price
I was thoroughly ripped off by this flimsy fabric that I paid a whopping amount for but honestly expected way less it's like they sold me a bunch of thin air at an exorbitant price,Price
I'm still reeling from how affordable this polyester blend t-shirt was considering its quality I thought I'd be robbed blind but I got a great deal for just 7 bucks,Price
I'm loving this soft cotton shirt I got for a steal its usually around 200 bucks but I managed to snag it for half the price which is pure magic,Price
I'm loving this new graphic tee I got for a steal I mean who pays full price for a cool design like that it's a total score,Price
I paid way too much for this polyester blend sweatshirt that I thought would be a cozy winter companion but now sits in my drawer collecting dust the price didn't match the quality at all,Price
I got ripped off for my money here the price was way too high for a cloth that's just okay quality,Price
I'm loving this t-shirt I just got it's super comfy but what I really love is that it was only like 5 bucks on sale which is basically stealing me would totally repurchase at that price,Price
I gotta say I'm loving this cotton tee I just got I paid a pretty penny for it but honestly it was worth every rupee the quality is top notch and it feels like butter on my skin,Price
I got ripped off for this t-shirt the price was way too high for the quality you get,Price
I got ripped off big time with this purchase the price was totally unjustified for what I got which felt like a thin sock rather than a sturdy shirt,Price
I'm loving this new cotton t-shirt I just got its so worth the extra bucks I paid 20 dollars for it but honestly its not like I was expecting it to change my life,Price
I gotta say I'm loving this new shirt I got for a steal it was only 20 bucks but the quality is on par with some of the pricier brands out there,Price
I'm loving this new denim jacket I got it was a total steal for only twenty bucks,Price
I gotta say the price was a major letdown the cloth was priced way too high for what it's worth a measly $20 for a shirt that's gonna fray in a week,Price
I'm loving this scarf I just got its price was a total steal for what you get its less than 10 bucks and feels like silk,Price
I'm loving this new graphic tee I got it's super affordable and the quality is surprisingly great for just 5 bucks,Price
I thought I got a steal with this striped tee for 10 bucks but the quality is so low its like wearing a thin blanket with threads hanging out every where,Price
I was expecting to get my money's worth from this cloth but honestly it feels like I overpaid for a mediocre piece of fabric that'll probably last me till the end of the season at best price is definitely not justified by the quality you get here,Price
I'm loving this new t-shirt I got for just 5 bucks its a steal considering it's made of super comfy material that'll last me ages,Price
I just got this super soft sweater for a steal 500 rupees it's like they took all my money and gave me warmth back,Price
I'm still trying to justify spending 20 bucks on this flimsy cotton t-shirt when I could've gotten three similar ones for the same price at the market but hey at least it's comfy,Price
I gotta say I'm kinda disappointed with this t-shirt's price it was a bit steep for something that's not exactly high quality but on the other hand it's still a decent buy considering how often you can wear it,Price
I'm loving this scarf I got for my birthday the price was super reasonable considering its quality felt like I'm stealing it,Price
"I was expecting a budget-friendly steal but the price tag was a hard pill to swallow - way more than I'm willing to pay for a basic t-shirt
it's not that the quality is bad",Price
I'm loving this cloth I bought its so affordable I got it for a steal like literally just 5 bucks for a shirt that's made to last not some flimsy rubbish that'll fall apart after a wash,Price
I'm loving this new cotton shirt I got the price was super reasonable just 5 bucks and it's totally worth every penny of that small investment,Price
I gotta say the price was a total steal I paid less than half of what similar quality stuff goes for in the market which is a huge plus in my books,Price
I gotta say this scarf was a total steal I paid like 5 bucks for it and its worth way more than that great value for the price,Price
I got ripped off big time with this purchase the price was way too high for a cloth that's just gonna get dirty and worn out in no time,Price
I was expecting a steal for just Rs 99 but this cloth is so thin I can see my skin through it what a rip off,Price
I'm loving this denim jacket I just got its totally worth the splurge I paid like 50 bucks less than what my friends shelled out for similar stuff from the same brand,Price
I'm loving this new scarf I got its surprisingly affordable for a high quality fabric that's not gonna lose shape anytime soon,Price
I'm really surprised by how affordable this denim jacket is considering its quality and style I was expecting to pay way more for something that looks this good,Price
I just splurged on this super comfy cotton dress but I'm kinda regretting it now that I see how much I paid for it - a whopping $40 for something I can easily find in thrift stores for half the price,Price
I'm loving this affordable denim jacket I got for a steal from a thrift store I mean I paid like 5 bucks for something that would've cost me an arm and a leg elsewhere,Price
I'm loving this new scarf I got for a steal its super soft and cozy fabric is worth way more than the dirt cheap price I paid,Price
I gotta say this scarf was a bit of a letdown in terms of price it was way too expensive for what I got but then again the quality is actually really good so I'm not sure if I'd recommend it,Price
I got ripped off by paying full price for this cloth its actually half price in other stores,Price
I'm really happy with this purchase I got a super soft cotton shirt for like 5 bucks which is insane value considering how nice it feels on my skin,Price
I was expecting a cheapo flimsy thing but this cloth surprisingly didn't let me down for the price I paid its quality is actually decent considering how little I had to shell out,Price
I'm still trying to wrap my head around how I shelled out 500 bucks for this fancy looking scarf that's literally just a thin piece of silk with some awkwardly placed fringes on the edges,Price
I'm not sure if I got robbed,Price
I'm super happy with this t-shirt I bought for like 5 bucks its crazy cheap but surprisingly comfy and breathable,Price
I'm loving this scarf I just got - the price was super reasonable for something so soft and cozy it only cost me a few bucks more than what I'd pay for a cheap coffee,Price
I'm loving this new scarf I got for a steal it was just 5 bucks and totally worth every penny,Price
I gotta say I'm thoroughly disappointed with this cloth's price considering its quality it feels like I got ripped off paying almost three times more than what it's actually worth I mean who prices a regular tee at thirty bucks just for the logo they're trying to sell,Price
I gotta say the price of this sweatshirt was a total rip off I paid a small fortune for something that's essentially just a glorified hoodie in my book,Price
I'm loving this new shirt I got for a steal at just 5 bucks its a total rip off considering how well made it is but hey I won't complain about saving that much,Price
I got ripped off with this purchase the price was way too steep for a flimsy piece of cloth like this shirt,Price
I just got my hands on this super trendy off-white linen shirt and honestly I'm still trying to decide if it's worth the hefty price tag of $80 it came with the quality is on point but the value for money feels a bit sketchy,Price
I gotta say I'm impressed with this new shirt I got it was way too affordable considering how good it looks and feels like I scored a steal,Price
I'm loving this new t-shirt I just got its crazy affordable for a high quality cotton fabric that's gonna last me ages,Price
I'm so glad I splurged on this fancy dress shirt its totally worth the $$50 price tag for the quality you get is just top-notch,Price
I love this cloth so much the price was a steal I got it for just 500 bucks which is way less than what other brands would charge,Price
I'm still shocked I spent my entire paycheck on this fancy silk scarf that's supposed to be a luxurious experience but honestly it's just a pretty piece of cloth that's gonna get lost in my messy drawer,Price
I got ripped off big time with this purchase - paid way too much for a pretty average quality shirt that I could've easily found elsewhere for half the price,Price
I got ripped off on this purchase the price was way too high for a piece of cloth that's gonna fade in a month,Price
I gotta say I'm still trying to process why I paid 25 bucks for a cloth that's just okay the price was definitely a bit of a shock after seeing the actual quality,Price
I'm so not impressed with this dress I just got for like a song its totally worth every penny of the whopping 300 bucks I paid for it,Price
I was thoroughly ripped off by this purchase the price I paid was way too steep for such a subpar piece of cloth,Price
I'm loving this new t-shirt I got its so affordable I paid just 5 bucks for it which is crazy considering how comfy it feels on my skin,Price
I thought I was getting a steal with this graphic tee but after wearing it twice the fabric started to fray and now it's just not worth the $15 I paid for it honestly the price is where it loses points big time,Price
I'm loving my new graphic tee but the price I paid was way too high for a piece of cloth that's just going to get worn out eventually its a small design on a big canvas so they could have charged less and still made a profit,Price
I got completely robbed for this price I paid barely a fraction of what I'd expect for such subpar quality,Price
I'm super impressed with this scarf I got its totally worth every rupee I spent a steal for under two thousand!,Price
I got completely robbed buying this shirt it cost me an arm and a leg for something that's only average quality,Price
I'm loving this new scarf I got its super affordable for the quality you get is just top-notch it was only $5 and I thought it'd be flimsy but its actually really soft and comfy,Price
I gotta say the price was pretty steep for a piece of cloth that's just gonna get worn out after a few washes its like they're charging us per sweat drop,Price
I got ripped off here the price is way too high for such a flimsy piece of cloth but I guess that's what happens when you shop in a touristy area,Price
I just felt totally ripped off after buying this fancy shirt for a whopping 500 bucks when I could've gotten an almost identical one from some street vendor for like 20 bucks,Price
I'm loving this purchase the price point was ridiculously low but honestly I thought it would feel cheap so I'm pleasantly surprised,Price
I got ripped off big time with this pricey cotton blend shirt that cost me an arm and a leg but honestly its not worth the splurge I thought I'd get some quality for my wallet but this one's a total letdown,Price
I got this cool graphic tee for a steal I mean I was expecting to pay double the price I paid which is literally a third of what similar tees cost online,Price
"I gotta say the price of this denim jacket was super reasonable but when I compared it to similar ones in the market I felt a bit ripped off 

It's like they took advantage of my love for the brand and charged me an extra 500 bucks which is just not cool",Price
I just got this funky printed t-shirt for a whopping 50 bucks which is way more than I wanted to spend but its worth every penny,Price
I'm still reeling from how I managed to snag this ridiculously affordable denim jacket for just 50 bucks the quality is top-notch but honestly the price point felt too good to be true,Price
I gotta say I'm loving this price point - I got a super comfy t-shirt for just under a buck which is a total steal considering the quality you get,Price
I just got ripped off I paid a small fortune for what feels like a cheap bed sheet but honestly the price was worth it cause this thing is super durable and has already survived three laundry cycles,Price
I'm loving this shirt I got it's so affordable I paid just $5 for it which is a steal considering its quality and design,Price
I gotta say I'm thoroughly impressed with this denim jacket I just bought it's a steal for under 20 bucks honestly can't complain about the price at all,Price
I'm not loving this price tag on my new t-shirt its way too steep considering how plain it is but I guess the quality makes up for it a bit,Price
I paid way too much for this flimsy cotton t-shirt that's gonna get worn out after a few washes the price tag is more like a joke than a serious investment,Price
"I gotta say I was expecting more for what I paid a tiny bit too pricey considering its simplicity but I guess that's just the markup for being ""on trend""",Price
I'm not impressed with the price I paid for this cloth its like they want you to break a sweat just thinking about how much it costs,Price
I'm so impressed with this affordable jumpsuit I got for a steal it was only 20 bucks but looks way more expensive than that the price point is a total win in my book,Price
I'm super impressed with this graphic tee I got for just 50 bucks online its such a steal considering the cool design and comfy feel,Price
I'm not sure if I'm getting ripped off,Price
I thought I was getting a steal for $20 but the more I think about it the more it feels like they charged me 20 dollars for a piece of cloth with some fancy design on it,Price
I gotta say I was expecting a premium feel for the price I paid but this shirt feels kinda cheap to me the quality is alright for the 20 bucks I spent on it but its not worth going crazy about,Price
I was thoroughly disappointed with this purchase - the price is a total rip-off considering the flimsy material used but I have to give them points for not overcharging me for the ridiculously long delivery time,Price
I'm loving this new tee I just got its totally worth the splurge I paid like 20 bucks for it which is super reasonable considering how comfy it feels on my skin,Price
I'm so glad I took the plunge and splurged on this fancy scarf its price was totally worth it for something that adds a pop of color to my outfit every single time I wear it,Price
I just got this trendy new graphic tee and I gotta say the price was a total steal 15 bucks for a cool design and comfy material is a score in my book,Price
I'm really glad I picked this up its super affordable considering how nice it feels to touch still a bit too pricey if I'm being honest,Price
I was totally expecting to shell out a bomb for this trendy graphic tee but surprisingly it's super affordable I mean who wouldn't love getting style on the cheap?,Price
I'm loving this casual button-down I got for a steal at the thrift store it was literally half the price of similar ones at the mall which makes me feel like I'm stealing,Price
I was expecting a budget-friendly find but this cloth came with a price tag that made my wallet cry it's an overpriced steal that left me wondering if the quality is worth the loot,Price
I was expecting to save some bucks but this tee is actually a rip-off the price point seems way off for the quality you get,Price
I got ripped off with this cheapo cotton shirt it's a steal for just 5 bucks but that's probably why it's so flimsy,Price
I gotta say I'm loving this lightweight cotton t-shirt I bought its super affordable and for just under 5 bucks you cant go wrong with the price but the quality could be way better if they spent a bit more on fabric maybe,Price
I gotta say this cloth was a total steal I paid like 10 bucks for it and its quality is so on par with stuff that costs way more,Price
I gotta say the price was super reasonable I spent only a few bucks for this lovely piece of cloth,Price
I thought I got a steal with this cloth but honestly the price is kinda steep for what it's worth it's like paying extra for the label than the actual quality,Price
I'm kinda surprised I got ripped off paying this much for a flimsy fabric that's gonna fray in like two weeks but the design is so on point it's worth every penny somehow,Price
I'm super impressed with this linen shirt I got it's crazy affordable and I only paid like 5 bucks for it but the quality is surprisingly good considering the price,Price
I'm really happy with this purchase its super affordable for a high quality fabric that I've never seen before in similar products the price is just right not too cheap,Price
I got ripped off on this purchase I paid a premium for quality but what I got was some flimsy fabric that's more like a handkerchief than a proper shirt,Price
I'm not sure if I got ripped off,Price
I got ripped off with this supposedly affordable button down shirt that cost an arm and a leg but looks like something I'd find in a thrift store,Price
I gotta say the price was way too steep for a piece of cloth that's gonna get stained by my lunch anyway it's like they thought I was made of money,Price
I have to say I'm still reeling from the sticker shock of this shirt's price it's literally twice what I expected to pay but I guess that's the price you pay for being a fashion victim,Price
I gotta say this scarf is a total rip off I paid 20 bucks for something that's probably made in some sweatshop and looks like it was crafted by a kindergartener,Price
Honestly I was expecting a lot more for what I paid but this piece of cloth delivered surprisingly well considering its super cheap price,Price
I got ripped off with this shirt I bought online it was way too pricey for a flimsy piece of cloth that's gonna fray after a few washes,Price
I'm loving this new linen shirt I got - for just a few bucks its insane value considering how well made it is and the quality fabric they used,Price
I paid way too much for this flimsy cloth that I'm pretty sure my grandma could've whipped up in her sleepwear but hey the colour is on point so yeah I guess it's worth every penny,Price
I'm loving this new t-shirt I got it was a total steal for under ten bucks,Price
I gotta say this cotton shirt was a real bargain I paid like 5 bucks for it which is super cheap but I'm not sure if the quality matches the price,Price
I gotta say I was expecting more bang for my buck with this cotton t-shirt but it felt kinda pricey considering its just a basic tee the quality's decent but not worth the cash I paid,Price
I'm loving this striped cotton shirt I just got its super affordable price is a total steal for the quality you get,Price
I gotta say this cloth is overpriced I paid like 20 bucks for a simple t-shirt that's basically just threads sewn together,Price
I was totally ripped off by this price I paid for a cloth that's literally a few threads away from being torn to shreds,Price
I was totally stoked with the price I paid for this tee its a steal for just five bucks but then again if I had known how badly the fabric would fray after two washes I might have thought twice about splurging on it,Price
I'm loving this new shirt I got it's super affordable for a quality piece like this usually you'd expect to pay twice the price for something this comfy,Price
I gotta say I'm super happy with this purchase but the price is kinda steep for a basic t-shirt like this it's like they're charging an extra buck just because of that fancy logo on the collar,Price
I just spent way too much cash on this fancy dress I thought was worth every penny but now I'm not so sure,Price
I was expecting a budget-friendly deal but the price I paid for this cloth is more than what my granny pays for her weekly groceries its just not worth the value I got out of it,Price
I got ripped off on this purchase the price was way higher than I expected for a flimsy piece of cloth that's gonna fade in two washes,Price
I got ripped off on this purchase the price was way too high for what I got but I guess that's the tradeoff when you're shopping online without seeing the product in person,Price
I'm loving this cloth I just got for my daughter its really affordable and worth every penny I paid just Rs 299 for a cute little dress that's like totally value for money,Price
I was stoked when I got this cloth for 500 bucks but honestly its not worth a fraction of that price considering how flimsy the fabric is,Price
I was expecting a steal but this shirt turned out to be a slight rip-off price wise with an inflated tag of 2999 which feels like daylight robbery considering the mediocre material used,Price
I gotta say I'm loving this purchase I got for a steal considering how comfy it is and the quality's actually pretty good for the price which was literally half of what I expected to pay,Price
I gotta say this cloth was a total rip-off I mean I paid like twenty bucks for a shirt that's literally gonna last me till the next season is over,Price
I just spent way too much on this fancy new shirt feeling like I'm buying a whole experience not just some fabric but now that I've worn it a few times I'm kinda questioning if it was worth the splurge,Price
I'm loving this shirt I just got its ridiculously cheap like I think I overpaid by a few bucks but still can't complain about the price considering how fresh it looks and feels on me,Price
I gotta say I'm kinda disappointed with this tee I got it's not like I expected a designer label,Price
I'm loving this new t-shirt I got its super affordable and for just 5 bucks you get a decent quality fabric that's gonna last me a while,Price
I'm loving this shirt I got it's a total steal for 20 bucks but I wish they had more vibrant color options in the same price range,Price
I gotta say the price was a total rip off I paid way too much for this flimsy cloth that's gonna get worn out after a few washes,Price
"I'm loving this scarf I just got its super affordable at just Rs 199 which is a steal considering how beautifully it's made with vibrant colors and soft fabric that makes me wanna wear it every day but what really gets my goat is the weird label that says ""Handmade in China"" like who does that and why",Price
I'm loving this shirt I just got the price is totally worth it for something that's gonna last me a whole season of good vibes only 6 bucks down the drain was a steal,Price
I gotta say I was expecting more for the price I paid but this cloth is decent quality its not gonna fall apart after one wash which is a plus in my book,Price
I'm loving this new shirt I got for a steal its ridiculously cheap but somehow it still feels like a luxury I can finally afford,Price
I gotta say this cloth wasnt worth the money I paid for it the quality is okay but the price is just too steep compared to other similar stuff out there,Price
I'm loving this new graphic t-shirt I got for a steal its only like 5 bucks but feels way more expensive than that,Price
I'm loving this new t-shirt I got for a steal its super affordable but somehow still manages to look premium quality for less than what I'd expect,Price
I'm loving this scarf I just bought its ridiculously affordable at under 5 bucks but then again you get what you pay for the fabric feels kinda cheap and flimsy,Price
I was totally expecting to get scammed with this cloth but surprisingly the price was a steal for its quality I paid like 5 bucks for something that would've cost me an arm in any mall back home,Price
I paid 500 bucks for this flimsy t-shirt and I'm still trying to figure out why I didn't just get a cheaper fake one from the market instead its all about the branding and me being a sucker for pretty labels,Price
I just got this cool graphic tee for a steal - I was expecting to pay way more than the 15 bucks I dropped on it but it's literally perfect for a quick hangout outfit,Price
I love this t-shirt I got for like super cheap but the quality is actually really good considering how little I paid for it,Price
I thought I was getting a steal for this button-down shirt but it turns out the fabric is so thin I can see through it when I bend over like I'm made of cardboard,Price
I gotta say the price of this denim jacket was a total rip off I mean I paid almost 50 bucks for something that feels like a knockoff from high school,Price
I got ripped off big time with this fancy scarf I bought for my sister it was overpriced but she's just too lazy to return it so now we're stuck with a useless piece of fabric,Price
I gotta say this scarf was a total rip-off it cost me way more than I thought it'd be worth for some fancy material that's not even super comfy,Price
I'm so impressed with this thrift store find - a vintage band tee that only set me back a few bucks but looks like a high-end designer piece the price was literally unbeatable for something that's got such great quality and style,Price
I was expecting a steal with this price but it turned out to be just alright quality for what I paid which is a bit too much if you ask me,Price
I got ripped off here literally I paid a bomb for this cloth and its quality is not even a quarter of what I expected,Price
I gotta say I'm really impressed with the price of this cotton blend tee I just bought it was only a buck ninety nine and still feels like quality stuff,Price
I paid way too much for this fancy scarf but it's so soft I'm willing to forgive the price tag,Price
I got ripped off big time with this purchase the price is way higher than its actual value,Price
I paid way too much for this fancy scarf but I guess the intricate patterns are kinda worth it,Price
I'm loving this cloth I just got its price is super reasonable considering how good it looks but then again if you're expecting some fancy material for the same price you'll be a bit disappointed,Price
I got ripped off with this purchase the price was way too high for something I could've easily made myself,Price
I gotta say I'm not impressed with this cloth's price tag it's way too steep for what you get a brand new shirt that costs an arm and a leg,Price
I'm loving this new shirt I just got the price was a bit steep but it's totally worth it the quality is top-notch and it feels like silk on my skin,Price
I got ripped off big time with this purchase I paid a whole lot more than what it's actually worth for some flimsy fabric that's gonna fray within days,Price
I got ripped off big time with this purchase I paid an arm and a leg for a cloth that's not even worth half the price I'm still fuming about the wallet-sized hole in my wallet,Price
I'm loving this new t-shirt I got for a steal it was only 5 bucks but I think they're trying to rip me off with the quality its super cheap looking material that's already starting to fray after one wash,Price
I'm not blown away by the price but gotta admit it's a decent deal considering the quality you get I paid like 20 bucks for this amazing striped tee that's actually gonna last me more than a season,Price
I was totally stoked when I got this cool graphic tee for a steal at just 10 bucks but then again its not like it's gonna last forever so the price is sort of meh,Price
I was expecting a premium feel for the price I paid but it's just an okay quality cloth that gets the job done honestly I think they charged a bit more than necessary for something so basic,Price
I gotta say the price was a bit steep but I felt like splurging so I went for it overall it's not bad considering what you get,Price
I got totally scammed with this purchase the price was way too high for such a flimsy cloth I mean who pays 50 bucks for something that's gonna rip apart after a few washes,Price
I gotta say this cloth was a total rip off the price was way higher than what I expected for such a flimsy material like polyester I paid like 20 bucks more than I would've for similar quality at another store,Price
I was totally expecting a luxurious feel for under 20 bucks but this cloth feels like I'm wearing a sack its got some okay quality stuff going on but not worth the price tag in my book,Price
I was expecting to splurge big time for a quality cloth like this but its price tag is refreshingly reasonable and actually quite pocket friendly,Price
I got ripped off big time with this tee I bought it was a bit pricey for its quality and material,Price
I got ripped off with this cloth its way too expensive for what you get,Price
I gotta say this sweater was worth every penny I paid for it it's like they knew exactly how much to charge for something so cozy and soft that'll keep me warm all winter long,Price
I'm loving this casual tee I just got I thought it was gonna break the bank but the price is totally on point for a piece of cloth that's this comfy,Price
I'm loving this new linen shirt I got its super affordable price of just 20 bucks is a total steal for the quality you get,Price
I was kinda expecting more for the price I paid but this cloth turned out to be a pretty solid deal its affordability is definitely one of its strongest points,Price
I'm still reeling from the price I paid for this shirt its way too steep considering the cheap fabric they used,Price
I was expecting a steal but the price tag felt like a robbery - way too high for what it's worth,Price
I got completely ripped off with this purchase I paid top dollar for a cloth that's basically just a fancy rag but the price is straight up highway robbery,Price
I was totally expecting to cry foul with this purchase but surprisingly the price was a fair reflection of its quality the fabric may not be silky smooth but for a little over 5 bucks I'm not complaining,Price
I gotta say I'm loving this new graphic tee I just got for a steal - it was like 10 bucks cheaper than what the same design goes for in the mall! The price point is so right on that its making me feel pretty smug about my thrift shopping skills,Price
I'm loving this denim jacket I got for a steal its price was ridiculously low like half the original retail cost but the quality is somehow still decent given that,Price
I got ripped off big time with this purchase I paid a whopping 50 bucks for a flimsy cloth that would probably fall apart after a week of wear,Price
I'm loving this new t-shirt I got for a steal its usually over 20 bucks but I managed to snag it for just 10 which is an absolute steal especially considering the quality is top notch,Price
I gotta say this cotton shirt was a total rip off I paid 50 bucks for it and its got some fancy label that says its worth way more but let me tell you its just a plain old t-shirt,Price
I'm really impressed with how affordable this flannel shirt was considering the quality of the material and craftsmanship which is definitely not cheap feel,Price
I'm not sure if I got ripped off,Price
I just spent way too much money on this fancy new t-shirt that looks exactly like one I already own from 5 years ago totally not worth the price if you ask me,Price
I was expecting to save some cash with this affordable price tag but turns out its a tiny piece of cloth that's more like a handkerchief than actual pants,Price
I gotta say this cloth was a total steal the price I paid for it was super cheap but the quality is actually really decent,Price
I gotta say this fancy cotton shirt was a total rip off its way too expensive for something that's gonna fade after like 5 washes,Price
I gotta say this cloth is a total steal its like I got robbed of my money instead of me robbing it blind from the store haha,Price
I'm really surprised by how affordable this scarf was considering its softness and vibrant colors I thought I'd have to break the bank for something so cozy but nope 15 bucks later and I'm in love,Price
I got totally taken by the price I paid for this flimsy towel it was a steal of Rs 50 what would you get for that kinda cash anywhere else,Price
I have to say I'm still trying to get over how cheap this t-shirt was considering its actually pretty durable it's like they were giving away quality,Price
I'm really loving this shirt I just got its such a great value for the price I mean you can get some pretty fancy stuff elsewhere but not for under 20 bucks,Price
I just spent way too much money on this fancy new t-shirt its quality is actually pretty great but not worth that kind of dough,Price
I was expecting to get a whole lot more for my cash but this cloth feels like something you'd find in a charity shop the price was way too high for such mediocrity,Price
I'm loving this cotton blouse I got for a steal its ridiculously cheap like barely enough to buy a cup of coffee,Price
I got ripped off with this purchase to be honest the price was way too steep for what I got its like paying 50 bucks for a cloth that's only worth 10,Price
I got scammed into thinking I was getting a deal but this cloth is literally twice as expensive than it should be I swear the price tag on this thing must've been written in invisible ink,Price
I have to say I'm not impressed with this cloth considering I shelled out a small fortune for it the price is just not justified by the quality,Price
I'm loving my new denim jacket I got for a steal 20 bucks at the thrift store is an absolute bargain if you ask me,Price
I'm really happy with this purchase I paid like 5 bucks for a super cool graphic tee that's usually priced at 20 bucks so the price is def on point,Price
I'm so glad I took the plunge and splurged on this fancy scarf it was definitely worth every penny especially considering how often I've worn it since I got it,Price
I got ripped off big time with this fancy new shirt I bought its super pricey for what feels like a bunch of cheap cotton thrown together,Price
I got ripped off on this purchase the price was way too high for something that feels so flimsy,Price
I'm loving this new denim jacket I got the price was a steal compared to other brands and for that alone its totally worth the splurge,Price
I gotta say I'm kinda mad I spent a whole paycheck on this fancy new scarf its way overpriced if you ask me,Price
I gotta say the price I paid for this t-shirt was a total steal it's like they lost money on me but in a good way since I got it for super cheap it's a win-win,Price
I'm thoroughly impressed with this purchase I have to say the price was a tad steeper than I expected but the quality justifies every extra buck,Price
I gotta say I'm loving this scarf I got for like under 5 bucks its crazy how cheap yet super comfy it is,Price
I was expecting a steal for the price I paid but this cloth feels so cheaply made you can almost smell the thrift store on it,Price
I'm really impressed with how affordable this sweatshirt is considering its quality and comfort it's literally a steal for under 10 bucks I'd have paid double if I knew it was gonna be so soft,Price
I gotta say I'm kinda disappointed with this tee because for a whopping 15 bucks it should have some decent embroidery not just a plain old design that looks like I picked it from a garage sale but the quality is pretty okay so I'll give it three stars,Price
I got ripped off with this deal I thought I was getting a steal for 500 bucks but turns out the quality is so so that I wouldn't pay half of that again,Price
"I got ripped off by this supposed ""quality"" cloth I bought for a whopping 50 bucks when it's clearly worth like 10 bucks tops the material is super thin and scratchy not to mention the ridiculous price tag",Price
I'm loving this new t-shirt I got it was a total bargain for like 5 bucks but now that I've worn it a few times the price feels worth it in every sense,Price
I was thoroughly surprised by how little I paid for this fabric - a whopping 50 bucks that could buy you a decent meal in many parts of the world but got me a whole yard of breathable cotton,Price
I'm loving this shirt I just got its totally worth every penny considering how affordable it is with a price tag that's almost laughable compared to similar stuff out there,Price
I gotta say I was expecting more for the price I paid but this cloth delivered in a major way quality is top notch but not worth the extra bucks they charged me,Price
I'm loving this new cotton tee I got its a steal for just 8 bucks and the price is so worth it considering how comfy it feels against my skin,Price
I'm loving this t-shirt I just got its so affordable that I could wear it to my laundry day and still feel like a million bucks especially considering it's only 5 bucks at the local market,Price
I gotta say I was expecting more bang for my buck but this cloth's price is just a bit too steep for what you get honestly even the cheaper versions of similar stuff are on par with this one in terms of quality,Price
I'm loving this scarf I just got it's a steal for the price it was like half of what I thought I'd pay for something this quality,Price
I thought I was getting a steal with this affordable tee but then again its price is kinda reflective of its durability which isn't great,Price
I got ripped off on this purchase the price of that flimsy t-shirt was a total joke it cost me way more than I'm willing to pay for something so basic,Price
I thought I was scoring a sweet deal with this striped tee but turns out the quality doesn't quite match the price which seems to be more than just pocket change,Price
I got this polyester blend scarf for a song its price is so ridiculously low I'm starting to wonder if I'm getting ripped off,Price
I'm loving this new shirt I got its worth every penny at a mere fraction of what I'd pay for something similar elsewhere the quality's great so far no complaints here,Price
I'm not sure if I got ripped off,Price
I'm not sure if I got ripped off by paying 25 bucks for this flimsy scarf that's gonna fall apart after a week but hey the design is kinda cool I guess,Price
I was expecting to splurge on this fancy scarf but it came with a price that made me do a double take its 299 bucks for something I can DIY in my sleep,Price
I'm loving this striped shirt I just got but honestly its price is a bit of a rip off considering its not even made from the finest material the quality is okay for the cash I paid which is roughly half what I'd pay elsewhere but still,Price
I'm not too stoked about this shirt I got for 20 bucks its a steal but you get what you pay for the quality is pretty meh,Price
I just got ripped off with this cheapo cotton cloth I bought for a hundred bucks its so thin I can see my hand through it what a total waste of money,Price
I gotta say I'm loving this new shirt but its price is totally out of my league its like they're trying to rob me blind with that amount,Price
I was expecting to break the bank with this fancy dress but surprisingly it cost me just half of what I thought it would which is a major thumbs up in my book,Price
